,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
3966,low,low,low,medium,medium,medium,low,medium,high,low,low,6
3967,low,medium,high,medium,high,medium,high,high,medium,high,low,4
3968,low,medium,high,medium,high,medium,high,high,medium,medium,low,6
3969,low,low,medium,medium,low,medium,medium,low,low,medium,medium,6
3970,medium,low,medium,high,low,high,medium,high,low,medium,medium,7
3971,low,low,medium,medium,low,medium,medium,low,low,medium,medium,6
3972,medium,high,high,low,high,low,low,medium,low,high,medium,6
3973,low,medium,high,medium,high,medium,high,high,medium,high,low,4
3974,low,medium,high,medium,high,medium,high,high,medium,medium,low,6
3975,low,medium,low,low,low,high,medium,low,medium,high,high,7
3976,medium,high,medium,medium,low,medium,medium,low,medium,high,high,7
3977,medium,medium,low,medium,low,low,low,low,low,low,high,6
3978,low,medium,high,low,medium,medium,high,low,high,high,medium,7
3979,low,medium,high,low,low,medium,high,low,high,high,medium,6
3980,low,low,low,high,low,high,medium,medium,medium,low,medium,5
3981,low,low,low,medium,low,high,high,medium,low,high,medium,7
3982,low,medium,low,low,low,high,medium,low,medium,high,high,7
3983,low,low,low,medium,medium,medium,low,medium,medium,low,medium,6
3984,medium,high,medium,medium,low,medium,medium,low,medium,high,high,7
3985,medium,low,low,high,medium,high,low,medium,medium,low,medium,6
3986,medium,low,low,high,medium,high,low,medium,medium,low,medium,6
3987,high,low,high,high,medium,high,high,high,medium,high,low,6
3988,low,low,low,low,medium,high,medium,low,high,low,high,6
3989,medium,low,low,high,medium,high,low,medium,medium,low,medium,6
3990,high,low,high,high,medium,high,high,high,medium,high,low,6
3991,medium,low,high,low,high,medium,low,medium,low,low,low,5
3992,medium,low,medium,medium,medium,low,low,low,low,high,medium,7
3993,medium,medium,medium,high,medium,medium,low,medium,high,high,medium,7
3994,medium,medium,medium,high,medium,medium,low,medium,high,high,medium,7
3995,high,high,medium,medium,low,low,medium,low,low,high,high,5
3996,medium,medium,medium,high,medium,medium,low,medium,high,high,medium,7
3997,low,medium,medium,medium,medium,medium,medium,low,medium,low,high,7
3998,low,medium,high,medium,high,low,medium,medium,low,high,medium,6
3999,low,medium,high,medium,high,low,medium,medium,low,high,medium,6
4000,low,medium,high,medium,high,low,medium,medium,low,high,medium,6
4001,low,medium,high,low,high,low,medium,low,low,low,low,5
4002,low,medium,high,high,high,low,low,high,low,medium,low,6
4003,medium,low,medium,low,medium,medium,low,low,low,high,high,6
4004,low,high,low,medium,medium,medium,low,low,low,medium,high,7
4005,medium,low,medium,low,medium,medium,low,low,low,high,high,6
4006,low,low,medium,medium,low,low,low,low,low,high,high,6
4007,low,medium,high,low,high,low,medium,low,low,low,low,5
4008,low,medium,high,high,high,low,low,high,low,medium,low,6
4009,medium,low,medium,medium,high,medium,medium,medium,medium,high,medium,6
4010,high,low,medium,medium,medium,medium,medium,low,low,high,high,6
4011,low,medium,medium,medium,medium,medium,medium,low,medium,low,high,7
4012,low,medium,high,medium,high,low,medium,medium,low,high,medium,6
4013,low,high,low,high,high,high,high,high,low,high,medium,6
4014,low,low,high,high,high,high,high,high,low,high,low,6
4015,low,high,low,medium,high,low,low,medium,medium,medium,low,5
4016,high,high,low,high,high,high,medium,high,medium,medium,low,5
4017,low,low,low,low,low,medium,low,low,medium,medium,high,6
4018,low,low,high,high,high,high,high,high,low,high,low,6
4019,low,high,low,medium,high,low,low,medium,medium,medium,low,5
4020,low,high,low,medium,high,low,low,medium,low,medium,low,4
4021,medium,low,high,low,high,medium,low,medium,low,low,low,5
4022,high,high,low,high,high,high,medium,high,medium,medium,low,5
4023,high,low,high,high,low,high,medium,high,medium,high,medium,6
4024,low,medium,low,medium,medium,high,medium,low,high,high,high,6
4025,low,high,high,medium,low,medium,low,low,high,high,high,6
4026,high,low,high,high,low,high,medium,high,medium,high,medium,6
4027,low,medium,low,low,high,low,high,medium,low,high,low,5
4028,low,medium,low,low,low,medium,low,low,medium,medium,high,6
4029,low,medium,medium,medium,low,medium,medium,medium,medium,medium,medium,6
4030,medium,low,high,low,low,medium,low,low,low,low,high,5
4031,low,medium,high,low,high,low,medium,low,low,low,low,5
4032,medium,medium,low,high,low,low,low,high,low,high,low,5
4033,high,medium,high,medium,low,low,medium,medium,medium,high,high,6
4034,medium,medium,low,high,low,low,low,high,low,high,low,5
4035,low,low,low,medium,low,high,high,medium,medium,high,medium,6
4036,high,high,low,low,medium,medium,high,medium,medium,medium,medium,5
4037,high,high,low,low,medium,high,high,medium,medium,medium,medium,5
4038,low,medium,high,low,high,low,medium,low,low,low,low,5
4039,low,high,low,medium,low,low,low,low,high,medium,high,4
4040,low,medium,medium,low,high,high,high,medium,medium,medium,low,5
4041,low,medium,low,medium,high,high,medium,high,medium,medium,low,5
4042,high,low,low,high,high,low,medium,high,low,low,low,7
4043,high,low,low,high,high,low,medium,high,low,low,low,7
4044,high,low,low,high,high,low,medium,high,low,low,low,7
4045,high,low,low,high,high,low,medium,high,low,low,low,7
4046,high,low,low,high,high,medium,medium,high,low,low,low,7
4047,medium,low,medium,high,low,high,medium,high,low,high,medium,6
4048,medium,low,medium,high,low,high,medium,high,low,high,medium,6
4049,medium,low,medium,low,low,medium,low,low,low,high,high,6
4050,high,low,low,high,high,low,medium,high,low,low,low,7
4051,medium,medium,low,high,low,low,low,medium,low,low,high,6
4052,low,medium,low,medium,high,high,medium,high,medium,medium,low,5
4053,high,low,low,high,high,low,medium,high,low,low,low,7
4054,high,low,low,high,high,medium,medium,high,low,low,low,7
4055,medium,medium,low,high,low,low,low,medium,low,low,high,6
4056,low,high,low,high,low,low,medium,high,medium,medium,medium,5
4057,medium,low,medium,low,low,medium,low,low,low,high,high,6
4058,medium,low,medium,high,low,high,medium,high,low,high,medium,6
4059,medium,low,medium,low,low,medium,low,low,low,high,high,6
4060,low,high,low,medium,medium,low,low,medium,medium,low,medium,5
4061,low,high,low,medium,medium,low,low,medium,medium,low,medium,5
4062,high,high,medium,low,low,low,medium,low,medium,medium,high,6
4063,low,low,low,low,high,high,medium,medium,low,low,low,5
4064,low,medium,low,low,low,low,low,low,high,low,high,5
4065,medium,high,low,high,low,medium,low,medium,high,high,high,8
4066,medium,high,low,high,high,high,high,medium,medium,low,high,6
4067,medium,high,low,high,high,low,high,medium,medium,high,medium,5
4068,medium,high,low,high,high,high,high,medium,medium,low,high,6
4069,low,medium,low,high,high,high,medium,medium,medium,low,medium,6
4070,low,medium,low,medium,medium,medium,high,medium,medium,medium,medium,5
4071,high,medium,medium,low,medium,low,low,low,low,medium,high,6
4072,high,low,high,high,medium,high,high,high,medium,high,medium,7
4073,low,high,low,low,high,low,low,medium,medium,low,low,5
4074,medium,high,low,high,high,low,low,high,medium,low,medium,4
4075,low,medium,low,high,high,high,medium,high,low,medium,low,6
4076,high,high,low,high,high,medium,medium,high,medium,medium,medium,5
4077,low,medium,low,low,medium,low,low,low,high,high,medium,6
4078,low,low,low,low,medium,low,low,low,high,high,medium,6
4079,low,medium,low,medium,high,low,low,medium,medium,low,medium,6
4080,low,medium,low,high,high,high,low,high,low,medium,medium,6
4081,low,medium,low,high,high,high,low,high,low,medium,low,6
4082,low,low,low,high,medium,medium,medium,medium,medium,high,medium,6
4083,low,medium,medium,low,high,medium,high,medium,high,medium,medium,5
4084,low,high,low,high,medium,low,low,medium,low,low,high,8
4085,high,medium,medium,medium,medium,low,low,low,low,medium,high,6
4086,medium,low,high,low,high,medium,low,medium,low,low,low,6
4087,low,low,high,low,high,medium,low,medium,low,low,low,6
4088,high,medium,low,medium,medium,low,low,low,low,medium,high,6
4089,medium,medium,low,medium,high,medium,medium,medium,medium,medium,low,6
4090,medium,medium,medium,high,high,high,high,high,low,medium,low,6
4091,low,low,low,medium,high,low,low,medium,high,low,medium,6
4092,low,high,low,medium,high,low,low,medium,medium,low,low,6
4093,medium,high,low,high,high,low,low,high,low,low,low,6
4094,low,medium,low,medium,low,medium,low,low,low,high,high,7
4095,medium,high,low,high,high,low,low,high,low,low,low,6
4096,high,medium,medium,low,high,low,medium,medium,low,high,low,5
4097,low,low,low,medium,high,low,low,medium,high,low,medium,6
4098,medium,low,medium,medium,medium,medium,medium,medium,medium,low,medium,5
4099,low,high,low,medium,high,low,low,medium,medium,low,low,6
4100,low,medium,low,high,low,low,low,medium,low,low,medium,6
4101,medium,high,low,high,high,high,high,high,medium,low,medium,5
4102,medium,high,low,high,high,high,high,high,medium,low,medium,5
4103,low,high,low,medium,low,low,low,low,high,low,high,7
4104,medium,high,low,medium,low,low,low,low,low,low,high,7
4105,medium,medium,high,low,medium,medium,medium,low,low,medium,high,7
4106,low,low,high,low,medium,high,medium,low,medium,high,low,5
4107,medium,medium,low,high,low,high,medium,high,low,low,high,6
4108,medium,medium,high,medium,low,high,low,low,medium,low,high,6
4109,low,medium,low,medium,medium,high,medium,low,high,high,high,6
4110,high,high,low,low,high,low,high,low,medium,low,high,5
4111,low,low,low,low,medium,low,low,low,high,high,high,6
4112,low,low,low,low,medium,medium,low,low,high,high,high,6
4113,low,low,medium,low,medium,medium,low,low,high,high,high,6
4114,high,low,medium,low,medium,medium,low,low,medium,medium,high,6
4115,high,medium,medium,low,medium,medium,low,low,low,medium,high,6
4116,low,high,low,high,high,medium,high,high,medium,medium,low,6
4117,low,high,low,high,high,medium,high,high,medium,medium,low,6
4118,low,high,medium,medium,medium,low,medium,low,medium,low,high,8
4119,low,high,medium,medium,medium,low,medium,low,medium,low,high,7
4120,high,medium,high,high,high,high,medium,high,low,medium,low,5
4121,low,low,low,high,high,high,medium,high,low,high,low,6
4122,low,high,low,high,high,medium,high,high,medium,high,low,6
4123,medium,high,medium,medium,high,low,low,low,low,high,high,6
4124,low,low,medium,low,high,low,low,low,low,medium,high,7
4125,low,low,low,medium,medium,high,medium,medium,low,high,medium,5
4126,low,low,low,medium,medium,high,medium,medium,low,high,medium,5
4127,medium,high,medium,medium,high,high,high,high,high,high,medium,5
4128,medium,high,medium,high,high,high,high,high,high,high,medium,5
4129,low,high,medium,medium,low,low,low,low,medium,low,high,7
4130,medium,medium,medium,low,low,low,medium,low,low,high,high,6
4131,high,high,low,high,medium,high,high,high,high,low,low,5
4132,high,high,low,high,medium,high,high,high,high,low,low,5
4133,low,medium,low,high,medium,low,medium,medium,high,low,medium,6
4134,medium,medium,low,medium,low,low,low,low,medium,low,high,6
4135,low,medium,low,medium,medium,low,medium,low,high,high,high,5
4136,low,high,low,medium,low,low,medium,low,high,medium,high,6
4137,high,high,low,high,medium,high,high,high,high,low,low,5
4138,medium,low,medium,low,medium,low,low,low,medium,low,high,6
4139,medium,low,medium,medium,high,high,medium,medium,low,high,medium,7
4140,medium,medium,medium,high,high,high,medium,high,low,high,medium,6
4141,medium,medium,medium,high,high,high,medium,high,low,high,medium,6
4142,low,medium,low,high,high,high,medium,medium,high,high,medium,6
4143,low,medium,low,high,high,high,medium,medium,medium,low,medium,6
4144,medium,medium,medium,high,high,high,medium,high,low,high,medium,6
4145,medium,medium,medium,high,high,high,high,high,low,high,medium,6
4146,medium,low,medium,high,high,high,low,high,medium,low,low,7
4147,medium,low,medium,medium,high,high,medium,medium,low,high,medium,7
4148,low,low,low,high,high,low,medium,high,medium,high,low,6
4149,low,medium,low,low,low,medium,low,low,low,low,high,7
4150,high,high,medium,high,medium,low,high,high,low,high,low,5
4151,high,medium,medium,medium,low,medium,high,low,low,high,high,6
4152,low,low,low,high,high,low,medium,high,medium,high,low,6
4153,low,medium,high,low,high,high,high,medium,medium,medium,low,5
4154,low,high,high,medium,medium,high,high,medium,medium,medium,low,5
4155,low,medium,high,low,high,high,high,medium,medium,medium,low,5
4156,low,high,high,medium,medium,high,high,medium,medium,medium,low,5
4157,high,low,medium,high,high,medium,high,high,low,medium,low,7
4158,high,low,medium,high,high,medium,high,high,low,medium,low,7
4159,high,low,medium,high,high,medium,high,high,low,medium,low,7
4160,high,low,medium,high,high,medium,high,high,low,medium,low,7
4161,high,low,medium,high,high,medium,high,high,low,medium,low,7
4162,high,low,medium,high,high,medium,high,high,low,medium,low,7
4163,high,medium,high,low,high,low,medium,low,medium,medium,medium,5
4164,medium,high,medium,low,high,low,medium,low,medium,medium,medium,5
4165,medium,low,medium,low,high,low,low,low,medium,medium,high,7
4166,low,low,medium,medium,medium,medium,high,low,medium,low,high,7
4167,low,low,medium,low,medium,medium,medium,low,high,low,high,8
4168,low,low,low,low,medium,medium,low,low,high,low,high,6
4169,medium,low,medium,low,low,high,medium,low,medium,low,high,7
4170,high,low,medium,high,high,medium,high,high,low,medium,low,7
4171,medium,low,high,low,medium,medium,low,low,medium,high,high,5
4172,medium,high,low,medium,high,low,high,medium,high,high,high,6
4173,medium,high,high,low,high,medium,low,medium,low,medium,low,5
4174,low,medium,low,high,high,high,high,high,low,high,low,6
4175,medium,high,high,medium,medium,low,high,low,medium,high,high,7
4176,medium,medium,medium,medium,high,high,high,medium,low,high,medium,6
4177,low,medium,medium,low,low,medium,low,low,medium,high,medium,6
4178,low,low,medium,medium,low,high,medium,low,medium,low,high,7
4179,medium,medium,high,high,high,high,high,high,medium,high,low,5
4180,low,high,high,high,high,medium,medium,high,low,medium,low,6
4181,medium,medium,medium,medium,medium,low,low,low,low,medium,high,6
4182,high,high,high,high,high,low,high,high,medium,high,medium,6
4183,low,medium,medium,medium,medium,medium,low,low,high,high,high,7
4184,low,high,low,medium,medium,low,low,low,high,high,high,7
4185,medium,medium,high,high,high,high,high,high,medium,high,low,5
4186,high,medium,medium,low,medium,low,low,low,low,high,medium,5
4187,low,medium,medium,low,low,medium,low,low,medium,medium,high,6
4188,low,high,medium,low,medium,low,medium,low,high,high,high,6
4189,low,low,low,medium,high,low,low,medium,low,medium,low,5
4190,medium,low,medium,low,medium,low,low,low,medium,low,high,6
4191,high,medium,medium,low,high,medium,medium,low,low,medium,high,5
4192,medium,low,low,medium,medium,medium,low,medium,low,low,medium,6
4193,high,medium,medium,low,medium,low,low,low,low,medium,high,6
4194,medium,low,low,medium,medium,medium,low,medium,low,low,medium,6
4195,medium,high,low,medium,medium,low,low,low,low,low,high,8
4196,low,low,medium,low,low,low,low,low,medium,low,high,6
4197,low,medium,high,medium,high,medium,medium,medium,medium,high,medium,5
4198,high,high,high,high,high,high,medium,high,low,medium,low,5
4199,high,medium,medium,low,medium,low,low,low,low,medium,high,6
4200,high,medium,medium,low,medium,medium,low,low,low,low,high,6
4201,medium,high,low,medium,low,low,low,low,low,low,high,6
4202,medium,medium,medium,low,medium,medium,low,low,high,medium,high,6
4203,low,medium,medium,low,high,low,high,medium,high,low,medium,5
4204,medium,medium,high,high,medium,medium,medium,medium,low,medium,medium,6
4205,medium,high,low,medium,low,low,low,low,low,low,high,6
4206,low,high,low,high,high,medium,medium,high,medium,low,medium,6
4207,low,medium,medium,low,low,high,low,low,high,high,medium,7
4208,low,low,medium,medium,low,low,low,low,high,medium,high,6
4209,medium,low,medium,low,low,low,low,low,high,high,high,6
4210,low,low,low,medium,high,low,medium,medium,low,high,medium,6
4211,medium,high,high,high,medium,medium,high,high,low,medium,medium,6
4212,medium,high,high,medium,high,low,high,high,medium,low,low,4
4213,low,high,high,low,high,low,low,medium,medium,medium,medium,4
4214,medium,high,low,high,high,high,high,high,low,medium,low,5
4215,medium,high,low,high,high,high,high,high,low,medium,low,5
4216,medium,high,low,high,high,high,high,high,low,medium,low,5
4217,low,high,low,medium,high,low,low,medium,low,low,low,4
4218,high,high,medium,medium,medium,medium,high,low,low,high,high,6
4219,medium,high,low,high,high,high,high,high,low,medium,low,5
4220,low,low,medium,low,medium,medium,low,low,medium,high,high,6
4221,low,medium,medium,high,low,high,medium,medium,high,low,high,6
4222,low,high,low,medium,high,low,low,medium,low,low,low,4
4223,low,high,low,low,low,low,low,low,high,medium,high,4
4224,low,low,medium,medium,low,low,low,low,high,medium,high,7
4225,low,high,low,high,high,medium,high,medium,high,high,medium,5
4226,low,medium,high,high,high,high,high,medium,high,high,medium,7
4227,low,low,low,medium,medium,low,low,low,high,high,medium,7
4228,low,medium,low,high,medium,medium,high,high,low,high,medium,6
4229,low,medium,low,medium,medium,low,medium,low,low,high,medium,6
4230,low,low,low,medium,medium,low,medium,medium,low,high,medium,6
4231,high,high,high,medium,high,medium,low,low,medium,low,high,6
4232,medium,high,low,high,low,low,low,low,low,low,high,6
4233,low,low,medium,medium,high,low,medium,medium,medium,medium,medium,6
4234,low,low,medium,low,high,low,medium,low,medium,medium,medium,6
4235,low,medium,low,high,medium,low,low,high,medium,medium,low,5
4236,low,medium,low,high,medium,low,low,high,medium,medium,low,5
4237,high,low,medium,low,low,low,low,low,low,high,medium,5
4238,low,medium,low,high,medium,low,low,high,medium,medium,low,5
4239,low,medium,medium,low,medium,medium,low,low,high,high,high,7
4240,low,medium,low,high,medium,high,medium,high,low,low,medium,6
4241,low,medium,medium,medium,low,high,medium,low,low,high,high,6
4242,low,low,medium,medium,low,high,medium,low,medium,high,medium,7
4243,medium,medium,low,low,low,low,low,low,medium,medium,high,6
4244,high,high,high,high,low,high,low,high,low,medium,low,5
4245,high,high,high,high,low,high,low,high,low,medium,low,5
4246,low,low,low,low,low,low,low,low,low,high,high,6
4247,medium,high,high,low,high,low,medium,medium,low,high,medium,6
4248,low,low,low,low,medium,low,low,low,high,medium,high,6
4249,low,low,low,low,medium,medium,high,low,medium,low,medium,6
4250,medium,low,low,high,high,high,low,high,medium,low,medium,6
4251,medium,medium,low,low,medium,medium,low,medium,high,low,medium,6
4252,medium,low,low,high,high,high,low,high,medium,low,medium,6
4253,low,high,low,low,low,low,low,low,high,high,high,4
4254,high,medium,low,high,high,low,low,high,medium,medium,medium,5
4255,low,high,low,medium,high,low,medium,medium,medium,low,low,5
4256,low,high,low,medium,high,low,medium,medium,medium,low,low,5
4257,low,high,low,low,low,medium,medium,low,low,low,high,5
4258,low,medium,low,low,low,medium,medium,low,low,low,high,6
4259,low,high,low,high,low,low,low,medium,high,medium,high,6
4260,low,high,low,medium,low,high,medium,low,medium,low,high,6
4261,low,high,low,low,medium,low,medium,low,high,low,high,7
4262,medium,high,high,medium,low,low,high,medium,high,medium,high,6
4263,medium,high,low,medium,low,low,high,medium,high,medium,high,6
4264,low,low,low,low,medium,high,low,low,medium,low,high,6
4265,low,high,low,medium,low,high,medium,low,medium,low,high,6
4266,low,high,low,low,medium,low,medium,low,high,low,high,7
4267,low,medium,low,low,medium,low,low,low,high,low,high,7
4268,low,low,medium,medium,medium,low,medium,low,medium,low,high,6
4269,medium,high,low,high,medium,high,high,high,low,high,low,5
4270,medium,low,medium,high,medium,high,high,medium,low,medium,medium,6
4271,medium,high,low,high,medium,high,high,high,low,high,low,5
4272,low,low,low,high,medium,medium,low,high,medium,medium,low,6
4273,low,low,low,high,medium,medium,low,high,medium,medium,low,6
4274,low,low,low,high,medium,medium,low,high,medium,medium,low,6
4275,low,low,low,high,medium,medium,low,high,medium,medium,low,6
4276,low,high,low,medium,low,low,low,low,high,medium,high,7
4277,high,low,medium,medium,high,medium,high,medium,low,medium,medium,5
4278,low,low,medium,low,medium,low,low,low,low,medium,medium,4
4279,low,medium,low,high,medium,high,medium,high,medium,low,medium,6
4280,low,low,low,high,medium,medium,low,high,medium,medium,low,6
4281,low,medium,low,high,high,low,medium,high,high,medium,medium,5
4282,low,medium,low,high,high,low,medium,high,high,medium,medium,5
4283,low,low,low,medium,high,low,low,medium,medium,low,medium,6
4284,low,low,low,medium,high,low,low,medium,medium,low,medium,6
4285,low,low,low,medium,high,low,low,medium,medium,low,medium,6
4286,low,low,low,medium,high,low,low,medium,medium,low,medium,6
4287,high,medium,low,low,medium,medium,low,medium,low,low,medium,5
4288,medium,low,medium,medium,low,low,low,low,low,high,medium,6
4289,medium,medium,low,high,medium,medium,low,high,low,medium,low,6
4290,low,medium,low,high,high,low,medium,high,high,medium,medium,5
4291,high,low,medium,high,medium,high,high,high,high,high,low,5
4292,medium,low,medium,medium,medium,low,medium,medium,medium,high,high,6
4293,high,low,medium,high,medium,high,high,high,high,high,low,5
4294,high,low,low,high,medium,low,medium,medium,low,high,medium,5
4295,high,low,medium,high,medium,high,high,high,high,high,low,5
4296,medium,low,medium,medium,medium,low,medium,medium,medium,high,high,6
4297,medium,low,medium,high,low,medium,low,medium,medium,medium,medium,6
4298,low,medium,low,high,low,low,low,medium,high,medium,high,6
4299,low,medium,medium,medium,high,high,medium,medium,low,low,low,6
4300,low,medium,medium,medium,high,high,high,medium,low,low,low,5
4301,high,high,low,high,high,low,medium,high,low,high,low,5
4302,medium,high,high,high,low,low,high,high,low,medium,medium,6
4303,medium,medium,medium,medium,medium,medium,low,low,medium,low,high,6
4304,low,medium,low,low,medium,low,low,low,high,high,medium,6
4305,low,medium,low,medium,medium,low,low,medium,high,high,medium,6
4306,low,medium,low,high,high,high,medium,medium,medium,low,medium,6
4307,low,low,low,low,medium,medium,low,low,high,high,medium,7
4308,low,medium,medium,low,low,low,low,low,high,high,high,6
4309,medium,high,low,medium,low,low,medium,low,high,high,high,6
4310,low,low,low,high,high,high,medium,high,medium,low,medium,6
4311,medium,low,low,low,medium,medium,low,low,low,low,high,5
4312,medium,medium,medium,medium,medium,medium,low,low,medium,low,high,6
4313,low,medium,medium,low,medium,low,low,low,high,high,high,6
4314,low,high,low,medium,low,low,low,low,medium,low,high,7
4315,medium,high,low,medium,low,medium,low,low,low,medium,high,7
4316,high,high,low,high,high,low,low,high,medium,low,low,5
4317,medium,high,low,low,low,high,medium,low,low,medium,high,7
4318,low,high,low,medium,low,low,low,low,medium,low,high,7
4319,medium,high,low,medium,low,medium,low,low,low,medium,high,7
4320,low,medium,medium,medium,high,high,high,medium,medium,medium,low,5
4321,low,medium,low,high,low,low,medium,medium,low,low,medium,6
4322,high,low,medium,low,medium,high,medium,low,low,high,medium,7
4323,high,medium,medium,low,low,medium,medium,low,low,low,high,6
4324,low,low,low,low,medium,high,low,low,high,low,high,6
4325,low,medium,low,high,high,high,high,high,low,medium,low,5
4326,high,high,medium,high,high,high,high,high,low,medium,low,5
4327,low,medium,low,high,high,high,high,high,low,medium,low,5
4328,low,high,low,high,medium,medium,medium,medium,medium,high,medium,5
4329,low,low,low,high,high,high,high,high,low,medium,low,5
4330,low,medium,low,high,high,high,high,high,low,medium,low,5
4331,high,high,medium,high,high,high,high,high,low,medium,low,5
4332,high,low,low,high,high,high,medium,high,low,low,low,8
4333,high,low,low,high,high,high,medium,high,low,low,low,8
4334,high,low,low,high,high,high,medium,high,low,low,low,8
4335,high,low,low,high,high,high,medium,high,low,low,low,8
4336,high,low,low,high,high,high,medium,high,low,low,low,8
4337,high,low,low,high,high,high,medium,high,low,low,low,8
4338,high,low,low,high,high,high,medium,high,low,low,low,8
4339,medium,medium,medium,low,medium,low,low,low,medium,high,medium,8
4340,high,low,low,high,high,high,medium,high,low,low,low,8
4341,high,medium,high,high,high,medium,medium,high,low,high,medium,6
4342,low,medium,medium,low,high,medium,medium,low,high,high,high,6
4343,low,low,low,low,low,low,low,low,high,high,medium,6
4344,medium,medium,high,low,high,medium,low,medium,low,low,low,6
4345,medium,low,medium,medium,low,low,low,low,low,high,high,6
4346,medium,medium,high,low,high,medium,low,medium,low,low,low,6
4347,medium,low,medium,medium,low,high,medium,low,low,high,high,7
4348,high,high,high,high,medium,high,medium,high,low,medium,low,6
4349,high,high,low,high,high,high,high,high,low,high,low,5
4350,medium,high,low,medium,low,low,low,low,low,high,high,6
4351,low,high,low,medium,medium,medium,medium,low,medium,low,high,6
4352,high,medium,medium,low,high,medium,medium,low,medium,medium,medium,5
4353,high,low,medium,low,high,medium,high,low,low,low,high,6
4354,low,high,low,medium,high,high,high,medium,high,medium,high,6
4355,low,high,low,medium,medium,medium,medium,low,medium,low,high,6
4356,low,medium,medium,medium,medium,medium,high,medium,high,medium,medium,5
4357,low,medium,medium,medium,medium,high,high,low,high,medium,high,6
4358,low,low,low,medium,high,high,high,medium,medium,medium,low,5
4359,high,high,low,medium,high,high,high,medium,medium,medium,medium,6
4360,high,medium,medium,low,high,medium,medium,low,medium,medium,medium,5
4361,low,low,medium,low,medium,medium,low,low,medium,high,high,6
4362,low,medium,low,medium,medium,medium,medium,low,low,low,high,6
4363,medium,high,low,high,medium,medium,medium,high,medium,low,low,5
4364,low,medium,low,high,medium,medium,medium,medium,low,low,medium,6
4365,low,low,medium,high,high,high,medium,high,low,low,low,5
4366,low,medium,low,medium,low,low,low,low,high,low,high,6
4367,medium,high,low,high,medium,medium,medium,high,medium,low,low,5
4368,low,medium,low,high,medium,medium,low,medium,low,low,medium,6
4369,low,medium,low,high,medium,medium,medium,medium,low,low,medium,6
4370,low,low,low,medium,high,low,low,medium,low,medium,low,5
4371,medium,low,low,medium,high,low,low,medium,medium,high,low,5
4372,medium,low,low,medium,low,low,low,low,low,low,high,6
4373,low,medium,low,low,medium,low,low,low,medium,medium,high,6
4374,low,high,low,low,high,high,high,medium,medium,medium,low,5
4375,low,high,medium,medium,medium,medium,high,low,medium,high,medium,6
4376,low,high,low,medium,medium,low,medium,medium,low,high,low,5
4377,low,low,low,medium,low,medium,low,low,medium,high,high,6
4378,low,high,low,medium,medium,low,medium,medium,low,medium,low,5
4379,low,high,low,medium,medium,low,medium,medium,low,high,low,5
4380,low,high,medium,medium,high,medium,medium,medium,high,medium,high,6
4381,low,medium,low,medium,high,low,medium,low,medium,medium,high,6
4382,medium,medium,low,low,medium,medium,low,low,medium,high,medium,6
4383,low,low,low,medium,low,medium,low,low,medium,high,high,6
4384,low,medium,low,high,high,high,high,high,medium,medium,low,5
4385,low,medium,low,high,high,high,high,high,medium,medium,low,5
4386,low,medium,medium,medium,medium,high,high,low,high,medium,medium,6
4387,medium,low,medium,low,medium,medium,low,low,low,high,high,6
4388,medium,medium,medium,medium,low,medium,low,medium,low,low,low,6
4389,low,medium,low,high,medium,medium,low,medium,low,low,medium,4
4390,low,medium,high,high,high,medium,high,high,medium,medium,low,5
4391,high,low,high,high,medium,high,high,high,high,high,low,5
4392,low,medium,high,high,high,medium,high,high,medium,medium,low,5
4393,low,low,low,high,medium,high,medium,high,high,low,medium,6
4394,low,low,low,high,medium,high,medium,medium,high,low,medium,6
4395,medium,medium,low,high,high,medium,medium,high,low,high,low,5
4396,high,medium,low,high,high,high,high,high,low,high,medium,5
4397,high,medium,low,high,high,high,high,high,low,high,medium,5
4398,high,medium,low,high,high,high,high,high,low,high,medium,5
4399,medium,medium,low,high,high,medium,medium,high,low,high,low,5
4400,high,medium,low,high,high,high,high,high,low,high,medium,5
4401,medium,high,medium,high,medium,medium,medium,medium,low,high,high,6
4402,medium,high,low,medium,medium,medium,high,low,medium,low,high,6
4403,low,low,high,medium,high,medium,high,medium,medium,low,medium,5
4404,low,medium,low,medium,medium,high,high,medium,medium,low,low,5
4405,low,medium,low,medium,medium,high,high,medium,medium,low,low,5
4406,low,medium,medium,medium,low,medium,medium,low,medium,low,high,7
4407,low,low,medium,medium,medium,low,low,low,low,medium,high,6
4408,low,medium,low,medium,medium,high,high,medium,medium,low,low,5
4409,low,medium,medium,medium,low,medium,medium,low,medium,low,high,7
4410,low,medium,high,medium,high,medium,high,medium,low,medium,medium,5
4411,low,medium,high,medium,medium,low,low,low,medium,high,high,7
4412,medium,medium,low,high,medium,low,low,medium,low,medium,high,7
4413,low,medium,high,medium,medium,low,low,low,medium,high,high,7
4414,medium,medium,low,high,medium,low,low,medium,low,medium,high,7
4415,low,high,low,high,high,low,medium,high,low,medium,low,5
4416,low,medium,high,medium,high,medium,high,medium,low,medium,medium,5
4417,low,low,low,low,medium,low,medium,low,medium,medium,medium,6
4418,medium,low,low,high,medium,medium,medium,high,low,medium,low,6
4419,medium,low,low,high,medium,medium,medium,high,low,medium,low,6
